scenario,skill_category,total_weighted,signal_count,avg_demand_score,avg_quality,sources,sector,penalty,adjusted_weight,normalized_weight,scenario_label
S1,digital infrastructure management,3.3,2,1.5,1.5,"QFZA_TECH_2024, RAND_QATAR_WORKFORCE",technology_digital,1.0,3.3,0.28205128205128205,S1: Diversification Acceleration
S1,project management,2.85,3,1.0,1.5,"ILO_QATAR_LABOUR_2023, QFZA_TECH_2024, QNDS2",cross_sector,1.0,2.85,0.2435897435897436,S1: Diversification Acceleration
S1,business events management,2.7,1,2.0,1.5,QATAR_TOURISM_2030,tourism_hospitality,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,clinical research,2.7,1,2.0,1.5,SIDRA_STRATEGY,healthcare,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,cultural tourism expertise,2.7,1,2.0,1.5,QATAR_TOURISM_2030,tourism_hospitality,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,digital health technology,2.7,1,2.0,1.5,QATAR_NHDS_2024,healthcare,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,digital tourism services,2.7,1,2.0,1.5,QATAR_TOURISM_2030,tourism_hospitality,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,health informatics,2.7,1,2.0,1.5,SIDRA_STRATEGY,technology_digital,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,pediatric specialty care,2.7,1,2.0,1.5,SIDRA_STRATEGY,healthcare,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,precision medicine,2.7,1,2.0,1.5,SIDRA_STRATEGY,healthcare,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,specialized clinical care,2.7,1,2.0,1.5,QATAR_NHDS_2024,healthcare,1.0,2.7,0.2307692307692308,S1: Diversification Acceleration
S1,academic leadership,2.4000000000000004,1,2.0,1.5,QF_HIGHER_ED_STRATEGY,education,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,advanced medical services,2.4000000000000004,1,2.0,1.5,QNV2030,healthcare,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,advanced technical skills,2.4000000000000004,1,2.0,1.5,MCK_FUTURE_WORK_GCC,technology_digital,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,artificial intelligence and automation,2.4000000000000004,1,2.0,1.5,MCK_FUTURE_WORK_GCC,technology_digital,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,cognitive and creative skills,2.4000000000000004,1,2.0,1.5,MCK_FUTURE_WORK_GCC,cross_sector,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,data analytics,2.4000000000000004,1,2.0,1.5,QFZA_TECH_2024,technology_digital,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,educational leadership and pedagogy,2.4000000000000004,1,2.0,1.5,QNV2030,education,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,entrepreneurship education,2.4000000000000004,1,2.0,1.5,QF_HIGHER_ED_STRATEGY,cross_sector,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,fintech,2.4000000000000004,1,2.0,1.5,QFZA_TECH_2024,technology_digital,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,knowledge economy enablement,2.4000000000000004,1,2.0,1.5,QNV2030,technology_digital,1.0,2.4000000000000004,0.20512820512820518,S1: Diversification Acceleration
S1,project management and governance,2.1,2,1.0,1.5,"QNV2030, WB_QATAR_2024",cross_sector,1.0,2.1,0.17948717948717952,S1: Diversification Acceleration
S1,STEM education delivery,2.0999999999999996,1,2.0,1.5,RAND_QATAR_WORKFORCE,education,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,advanced education delivery,2.0999999999999996,1,2.0,1.5,QNDS3,education,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,advanced healthcare services,2.0999999999999996,1,2.0,1.5,QNDS3,healthcare,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,clean energy integration,2.0999999999999996,1,2.0,1.5,QNDS3,energy_lng,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,clinical and health management,2.0999999999999996,1,2.0,1.5,QATARIZATION_POLICY,healthcare,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,data analytics and big data,2.0999999999999996,1,2.0,1.5,WEF_FUTURE_JOBS_2023,technology_digital,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,data science and AI,2.0999999999999996,1,2.0,1.5,STRATEGY_AND_GCC_DIGITAL,technology_digital,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,data science and analytics,2.0999999999999996,1,2.0,1.5,RAND_QATAR_WORKFORCE,technology_digital,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,educational leadership,2.0999999999999996,1,2.0,1.5,QATARIZATION_POLICY,education,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,entrepreneurship and innovation,2.0999999999999996,1,2.0,1.5,QATARIZATION_POLICY,cross_sector,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,financial services,2.0999999999999996,1,2.0,1.5,QATARIZATION_POLICY,finance_banking,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,fintech and digital finance,2.0999999999999996,1,2.0,1.5,WEF_FUTURE_JOBS_2023,finance_banking,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,human-AI collaboration,2.0999999999999996,1,2.0,1.5,OECD_AI_SKILLS_2023,cross_sector,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,innovation and entrepreneurship,2.0999999999999996,1,2.0,1.5,QNDS3,cross_sector,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,lifelong learning and adaptability,2.0999999999999996,1,2.0,1.5,OECD_AI_SKILLS_2023,cross_sector,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,sustainability and green skills,2.0999999999999996,1,2.0,1.5,WEF_FUTURE_JOBS_2023,cross_sector,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,sustainability management,2.0999999999999996,1,2.0,1.5,QNDS3,cross_sector,1.0,2.0999999999999996,0.17948717948717946,S1: Diversification Acceleration
S1,future-focused problem solving,1.8,1,2.0,1.0,QF_EDU_STRATEGY,cross_sector,1.0,1.8,0.15384615384615385,S1: Diversification Acceleration
S1,innovation and adaptation,1.8,1,2.0,1.0,QF_EDU_WEBSITE,cross_sector,1.0,1.8,0.15384615384615385,S1: Diversification Acceleration
S1,research administration,1.8,1,2.0,1.0,QF_EDU_WEBSITE,education,1.0,1.8,0.15384615384615385,S1: Diversification Acceleration
S1,research and innovation facilitation,1.8,1,2.0,1.0,QF_EDU_STRATEGY,education,1.0,1.8,0.15384615384615385,S1: Diversification Acceleration
S1,LNG operations and maintenance,1.7999999999999998,1,2.0,1.5,OXFORD_ECONOMICS_GCC,energy_lng,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,advanced medical specialties,1.7999999999999998,1,2.0,1.5,QNDS2,healthcare,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,cybersecurity and digital infrastructure,1.7999999999999998,1,2.0,1.5,GS_GULF_VISION_2024,technology_digital,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,data analytics and statistics,1.7999999999999998,1,2.0,1.5,MDPS_LFS_2023,cross_sector,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,digital banking and fintech,1.7999999999999998,1,2.0,1.5,GS_GULF_VISION_2024,finance_banking,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,digital literacy and automation,1.7999999999999998,1,2.0,1.5,OXFORD_ECONOMICS_GCC,cross_sector,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,financial technology and regulation,1.7999999999999998,1,2.0,1.5,WB_QATAR_2024,finance_banking,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,healthcare innovation,1.7999999999999998,1,2.0,1.5,KEARNEY_GCC_TALENT,healthcare,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,investment and capital markets,1.7999999999999998,1,2.0,1.5,GS_GULF_VISION_2024,finance_banking,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,project management and strategy,1.7999999999999998,1,2.0,1.5,GS_GULF_VISION_2024,cross_sector,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,skills development and training,1.7999999999999998,1,2.0,1.5,MDPS_LFS_2023,education,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,specialized medical care,1.7999999999999998,1,2.0,1.5,OXFORD_ECONOMICS_GCC,healthcare,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,sustainability and ESG,1.7999999999999998,1,2.0,1.5,KEARNEY_GCC_TALENT,cross_sector,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,sustainable construction,1.7999999999999998,2,1.0,1.5,"OXFORD_ECONOMICS_GCC, QNDS2",construction_real_estate,1.0,1.7999999999999998,0.15384615384615383,S1: Diversification Acceleration
S1,research methodology,1.7000000000000002,2,1.0,1.0,"HBKU_STRATEGY, SIDRA_STRATEGY",cross_sector,1.0,1.7000000000000002,0.1452991452991453,S1: Diversification Acceleration
S1,clinical specialization,1.5,1,2.0,1.5,ILO_QATAR_LABOUR_2023,healthcare,1.0,1.5,0.12820512820512822,S1: Diversification Acceleration
S1,digital literacy,1.5,1,2.0,1.5,ILO_QATAR_LABOUR_2023,cross_sector,1.0,1.5,0.12820512820512822,S1: Diversification Acceleration
S1,management leadership,1.5,1,2.0,1.5,ILO_QATAR_LABOUR_2023,cross_sector,1.0,1.5,0.12820512820512822,S1: Diversification Acceleration
S1,technical operations,1.5,1,2.0,1.5,ILO_QATAR_LABOUR_2023,energy_lng,1.0,1.5,0.12820512820512822,S1: Diversification Acceleration
S1,digital governance,1.4,1,2.0,1.0,WB_MENA_JOBS_2023,cross_sector,1.0,1.4,0.11965811965811966,S1: Diversification Acceleration
S1,health system management,1.35,1,1.0,1.5,QATAR_NHDS_2024,healthcare,1.0,1.35,0.1153846153846154,S1: Diversification Acceleration
S1,medical education training,1.35,1,1.0,1.5,QATAR_NHDS_2024,healthcare,1.0,1.35,0.1153846153846154,S1: Diversification Acceleration
S1,multilingual communication,1.35,1,1.0,1.5,QATAR_TOURISM_2030,cross_sector,1.0,1.35,0.1153846153846154,S1: Diversification Acceleration
S1,public health,1.35,1,1.0,1.5,QATAR_NHDS_2024,healthcare,1.0,1.35,0.1153846153846154,S1: Diversification Acceleration
S1,sustainable tourism practices,1.35,1,1.0,1.5,QATAR_TOURISM_2030,tourism_hospitality,1.0,1.35,0.1153846153846154,S1: Diversification Acceleration
S1,change management and adaptability,1.2000000000000002,1,1.0,1.5,MCK_FUTURE_WORK_GCC,cross_sector,1.0,1.2000000000000002,0.10256410256410259,S1: Diversification Acceleration
S1,environmental management,1.2000000000000002,1,1.0,1.5,QNV2030,cross_sector,1.0,1.2000000000000002,0.10256410256410259,S1: Diversification Acceleration
S1,financial services and investment,1.2000000000000002,1,1.0,1.5,QNV2030,finance_banking,1.0,1.2000000000000002,0.10256410256410259,S1: Diversification Acceleration
S1,international partnerships,1.2000000000000002,1,1.0,1.5,QF_HIGHER_ED_STRATEGY,cross_sector,1.0,1.2000000000000002,0.10256410256410259,S1: Diversification Acceleration
S1,quality assurance,1.2000000000000002,1,1.0,1.5,QF_HIGHER_ED_STRATEGY,education,1.0,1.2000000000000002,0.10256410256410259,S1: Diversification Acceleration
S1,AI ethics and governance,1.0499999999999998,1,1.0,1.5,OECD_AI_SKILLS_2023,technology_digital,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,adult learning and workforce development,1.0499999999999998,1,1.0,1.5,RAND_QATAR_WORKFORCE,education,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,analytical and critical thinking,1.0499999999999998,1,1.0,1.5,WEF_FUTURE_JOBS_2023,cross_sector,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,creative and design thinking,1.0499999999999998,1,1.0,1.5,WEF_FUTURE_JOBS_2023,cross_sector,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,critical thinking and creativity,1.0499999999999998,1,1.0,1.5,OECD_AI_SKILLS_2023,cross_sector,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,digital health and telemedicine,1.0499999999999998,1,1.0,1.5,WEF_FUTURE_JOBS_2023,healthcare,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,digital marketing and e-commerce,1.0499999999999998,1,1.0,1.5,STRATEGY_AND_GCC_DIGITAL,cross_sector,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,digital transformation management,1.0499999999999998,1,1.0,1.5,STRATEGY_AND_GCC_DIGITAL,cross_sector,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,energy operations management,1.0499999999999998,1,1.0,1.5,QATARIZATION_POLICY,energy_lng,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,financial innovation,1.0499999999999998,1,1.0,1.5,QNDS3,finance_banking,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,renewable energy,1.0499999999999998,1,1.0,1.5,QATARIZATION_POLICY,energy_lng,1.0,1.0499999999999998,0.08974358974358973,S1: Diversification Acceleration
S1,global education partnerships,0.9,1,1.0,1.0,QF_EDU_STRATEGY,education,1.0,0.9,0.07692307692307693,S1: Diversification Acceleration
S1,international education management,0.9,1,1.0,1.0,QF_EDU_WEBSITE,education,1.0,0.9,0.07692307692307693,S1: Diversification Acceleration
S1,AI pedagogy and curriculum design,0.8999999999999999,1,2.0,1.5,UNESCO_AI_EDUCATION,education,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,digital education and research,0.8999999999999999,1,1.0,1.5,WB_QATAR_2024,education,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,digital education delivery,0.8999999999999999,1,1.0,1.5,OXFORD_ECONOMICS_GCC,education,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,digital literacy and AI competency training,0.8999999999999999,1,2.0,1.5,UNESCO_AI_EDUCATION,education,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,economic analysis,0.8999999999999999,1,1.0,1.5,MDPS_LFS_2023,finance_banking,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,educational innovation,0.8999999999999999,1,1.0,1.5,QNDS2,education,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,fintech and islamic finance,0.8999999999999999,1,1.0,1.5,QNDS2,finance_banking,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,human resources management,0.8999999999999999,1,1.0,1.5,MDPS_LFS_2023,cross_sector,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,specialized medical services,0.8999999999999999,1,1.0,1.5,WB_QATAR_2024,healthcare,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,sustainable finance,0.8999999999999999,1,2.0,1.5,MS_MENA_OUTLOOK_2024,finance_banking,1.0,0.8999999999999999,0.07692307692307691,S1: Diversification Acceleration
S1,digital reskilling,0.8,1,2.0,1.0,WEF_RESKILLING_2024,technology_digital,1.0,0.8,0.06837606837606838,S1: Diversification Acceleration
S1,learning technology,0.8,1,2.0,1.0,WEF_RESKILLING_2024,technology_digital,1.0,0.8,0.06837606837606838,S1: Diversification Acceleration
S1,skills-based hiring,0.8,1,2.0,1.0,WEF_RESKILLING_2024,cross_sector,1.0,0.8,0.06837606837606838,S1: Diversification Acceleration
S1,educational delivery,0.75,1,1.0,1.5,ILO_QATAR_LABOUR_2023,education,1.0,0.75,0.06410256410256411,S1: Diversification Acceleration
S1,financial analysis,0.75,1,1.0,1.5,ILO_QATAR_LABOUR_2023,finance_banking,1.0,0.75,0.06410256410256411,S1: Diversification Acceleration
S1,business process automation,0.7,1,2.0,1.0,DELOITTE_GCC_SERVICES,cross_sector,1.0,0.7,0.05982905982905983,S1: Diversification Acceleration
S1,digital finance technology,0.7,1,2.0,1.0,DELOITTE_GCC_SERVICES,finance_banking,1.0,0.7,0.05982905982905983,S1: Diversification Acceleration
S1,expenditure management,0.7,1,1.0,1.0,WB_MENA_JOBS_2023,cross_sector,1.0,0.7,0.05982905982905983,S1: Diversification Acceleration
S1,institutional strengthening,0.7,1,1.0,1.0,WB_MENA_JOBS_2023,cross_sector,1.0,0.7,0.05982905982905983,S1: Diversification Acceleration
S1,management consulting,0.7,1,2.0,1.0,DELOITTE_GCC_SERVICES,cross_sector,1.0,0.7,0.05982905982905983,S1: Diversification Acceleration
S1,transparency and accountability,0.7,1,1.0,1.0,WB_MENA_JOBS_2023,cross_sector,1.0,0.7,0.05982905982905983,S1: Diversification Acceleration
S1,AI policy and governance,0.44999999999999996,1,1.0,1.5,UNESCO_AI_EDUCATION,cross_sector,1.0,0.44999999999999996,0.03846153846153846,S1: Diversification Acceleration
S1,energy transition management,0.44999999999999996,1,1.0,1.5,MS_MENA_OUTLOOK_2024,cross_sector,1.0,0.44999999999999996,0.03846153846153846,S1: Diversification Acceleration
S1,renewable energy integration,0.44999999999999996,1,1.0,1.5,MS_MENA_OUTLOOK_2024,energy_lng,1.0,0.44999999999999996,0.03846153846153846,S1: Diversification Acceleration
S1,competency-based assessment,0.4,1,1.0,1.0,WEF_RESKILLING_2024,education,1.0,0.4,0.03418803418803419,S1: Diversification Acceleration
S1,data science analytics,0.4,1,2.0,1.0,QSTP_INNOVATION,cross_sector,1.0,0.4,0.03418803418803419,S1: Diversification Acceleration
S1,digital logistics,0.4,1,2.0,1.0,QATAR_LOGISTICS_2030,cross_sector,1.0,0.4,0.03418803418803419,S1: Diversification Acceleration
S1,innovation commercialization,0.4,1,2.0,1.0,QSTP_INNOVATION,cross_sector,1.0,0.4,0.03418803418803419,S1: Diversification Acceleration
S1,international business development,0.4,1,2.0,1.0,BROOKINGS_QATAR_SOFT_POWER,cross_sector,1.0,0.4,0.03418803418803419,S1: Diversification Acceleration
S1,workforce analytics,0.4,1,1.0,1.0,WEF_RESKILLING_2024,cross_sector,1.0,0.4,0.03418803418803419,S1: Diversification Acceleration
S1,Islamic finance expertise,0.35,1,1.0,1.0,DELOITTE_GCC_SERVICES,finance_banking,1.0,0.35,0.029914529914529916,S1: Diversification Acceleration
S1,capital markets,0.35,1,1.0,1.0,DELOITTE_GCC_SERVICES,finance_banking,1.0,0.35,0.029914529914529916,S1: Diversification Acceleration
S1,knowledge management,0.35,1,1.0,0.5,HBKU_STRATEGY,cross_sector,1.0,0.35,0.029914529914529916,S1: Diversification Acceleration
S1,regulatory compliance,0.35,1,1.0,1.0,DELOITTE_GCC_SERVICES,cross_sector,1.0,0.35,0.029914529914529916,S1: Diversification Acceleration
S1,cultural tourism management,0.2,1,1.0,1.0,BROOKINGS_QATAR_SOFT_POWER,tourism_hospitality,1.0,0.2,0.017094017094017096,S1: Diversification Acceleration
S1,traditional manual skills,-1.2000000000000002,1,-1.0,1.5,MCK_FUTURE_WORK_GCC,cross_sector,1.0,-1.2000000000000002,-0.10256410256410259,S1: Diversification Acceleration
S2,LNG operations and engineering,2.0999999999999996,1,2.0,1.5,IEA_GAS_OUTLOOK_2024,energy_lng,0.4120816918460671,0.8653715528767407,1.0,S2: Hydrocarbon Dominance
S2,carbon management and CCUS,2.0999999999999996,1,2.0,1.5,IEA_GAS_OUTLOOK_2024,energy_lng,0.4120816918460671,0.8653715528767407,1.0,S2: Hydrocarbon Dominance
S2,leadership and management,1.8000000000000003,2,2.0,1.5,"KEARNEY_GCC_TALENT, QATARIZATION_POLICY",cross_sector,0.4120816918460671,0.7417470453229208,0.8571428571428573,S2: Hydrocarbon Dominance
S2,carbon capture and storage,1.2000000000000002,1,2.0,1.5,MS_MENA_OUTLOOK_2024,energy_lng,0.4120816918460671,0.49449803021528055,0.5714285714285716,S2: Hydrocarbon Dominance
S2,hydrogen production,1.2000000000000002,1,2.0,1.5,MS_MENA_OUTLOOK_2024,energy_lng,0.4120816918460671,0.49449803021528055,0.5714285714285716,S2: Hydrocarbon Dominance
S2,digital energy systems,1.0499999999999998,1,1.0,1.5,IEA_GAS_OUTLOOK_2024,energy_lng,0.4120816918460671,0.43268577643837036,0.5,S2: Hydrocarbon Dominance
S2,regulatory and market analysis,1.0499999999999998,1,1.0,1.5,IEA_GAS_OUTLOOK_2024,cross_sector,0.4120816918460671,0.43268577643837036,0.5,S2: Hydrocarbon Dominance
S2,LNG operations and maintenance,0.8999999999999999,1,2.0,1.5,OXFORD_ECONOMICS_GCC,energy_lng,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,cybersecurity and digital infrastructure,0.8999999999999999,1,2.0,1.5,GS_GULF_VISION_2024,technology_digital,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,data analytics and AI,0.8999999999999999,1,2.0,1.5,GS_GULF_VISION_2024,technology_digital,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,data analytics and statistics,0.8999999999999999,1,2.0,1.5,MDPS_LFS_2023,cross_sector,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,digital literacy,0.8999999999999999,1,2.0,1.5,ILO_QATAR_LABOUR_2023,cross_sector,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,digital literacy and automation,0.8999999999999999,1,2.0,1.5,OXFORD_ECONOMICS_GCC,cross_sector,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,investment and capital markets,0.8999999999999999,1,2.0,1.5,GS_GULF_VISION_2024,finance_banking,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,management leadership,0.8999999999999999,1,2.0,1.5,ILO_QATAR_LABOUR_2023,cross_sector,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,technical operations,0.8999999999999999,1,2.0,1.5,ILO_QATAR_LABOUR_2023,energy_lng,0.4120816918460671,0.37087352266146034,0.4285714285714286,S2: Hydrocarbon Dominance
S2,advanced energy operations,0.75,2,1.0,1.5,"GS_GULF_VISION_2024, KEARNEY_GCC_TALENT",energy_lng,0.4120816918460671,0.3090612688845503,0.3571428571428572,S2: Hydrocarbon Dominance
S2,project management,0.75,2,1.0,1.5,"ILO_QATAR_LABOUR_2023, QNDS2",construction_real_estate,0.4120816918460671,0.3090612688845503,0.3571428571428572,S2: Hydrocarbon Dominance
S2,clean energy integration,0.6000000000000001,1,2.0,1.5,QNDS2,energy_lng,0.4120816918460671,0.24724901510764027,0.2857142857142858,S2: Hydrocarbon Dominance
S2,energy operations management,0.6000000000000001,1,1.0,1.5,QATARIZATION_POLICY,energy_lng,0.4120816918460671,0.24724901510764027,0.2857142857142858,S2: Hydrocarbon Dominance
S2,energy transition management,0.6000000000000001,1,1.0,1.5,MS_MENA_OUTLOOK_2024,cross_sector,0.4120816918460671,0.24724901510764027,0.2857142857142858,S2: Hydrocarbon Dominance
S2,energy transition technologies,0.44999999999999996,1,1.0,1.5,WB_QATAR_2024,energy_lng,0.4120816918460671,0.18543676133073017,0.2142857142857143,S2: Hydrocarbon Dominance
S2,human resources management,0.44999999999999996,1,1.0,1.5,MDPS_LFS_2023,cross_sector,0.4120816918460671,0.18543676133073017,0.2142857142857143,S2: Hydrocarbon Dominance
S2,project management and governance,0.44999999999999996,1,1.0,1.5,WB_QATAR_2024,cross_sector,0.4120816918460671,0.18543676133073017,0.2142857142857143,S2: Hydrocarbon Dominance
S3,digital transformation,6.6,6,2.0,1.5,"KEARNEY_GCC_TALENT, MDPS_LFS_2023, QATARIZATION_POLICY, QNDS2, QNDS3, STRATEGY_AND_GCC_DIGITAL",technology_digital,0.7890763647670371,5.207904007462445,1.0,S3: Green Transition Pressure
S3,digital literacy and data skills,3.8999999999999995,2,2.0,1.5,"MCK_FUTURE_WORK_GCC, OECD_AI_SKILLS_2023",cross_sector,0.7890763647670371,3.0773978225914442,0.5909090909090908,S3: Green Transition Pressure
S3,artificial intelligence and machine learning,3.5999999999999996,2,2.0,1.5,"OECD_AI_SKILLS_2023, WEF_FUTURE_JOBS_2023",technology_digital,0.7890763647670371,2.8406749131613336,0.5454545454545454,S3: Green Transition Pressure
S3,clean energy integration,3.3,2,2.0,1.5,"QNDS2, QNDS3",energy_lng,0.7890763647670371,2.6039520037312225,0.5,S3: Green Transition Pressure
